property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_in_lakhs,price_category
PROP-032659,Bangalore,Indiranagar,Premium,Apartment,2,3,1,1026,830,1,8,Low (1-4),North,Semi-Furnished,10,1,7.3,1,1,1,0,5565,5.2,4.5,4,1,Resale,110.26,Low
PROP-032660,Hyderabad,Gachibowli,Standard,Apartment,2,2,1,911,776,3,8,Low (1-4),East,Fully Furnished,7,4,6.0,0,0,0,1,3092,14.1,2.5,1,2,New,90.86,Low
PROP-032661,Bangalore,HSR Layout,Standard,Independent House,5,5,2,2586,2275,9,18,Mid (5-9),East,Unfurnished,2,2,6.4,0,0,1,1,3918,17.9,0.8,2,1,Resale,232.8,High
PROP-032662,Mumbai,Bandra,Premium,Apartment,2,2,0,717,589,3,12,Low (1-4),North,Semi-Furnished,0,2,7.2,1,1,1,1,6532,4.1,1.6,2,1,Resale,88.4,Low
PROP-032663,Hyderabad,Banjara Hills,Premium,Apartment,4,5,3,1832,1472,7,11,Mid (5-9),East,Fully Furnished,6,0,5.4,1,1,1,1,5937,11.0,1.3,7,1,Resale,235.6,High
PROP-032664,Hyderabad,Gachibowli,Standard,Apartment,3,4,3,1502,1251,8,11,Mid (5-9),South-East,Fully Furnished,14,1,6.0,0,0,0,1,2641,10.1,3.5,5,0,New,170.2,Low
PROP-032665,Hyderabad,Jubilee Hills,Premium,Independent House,5,6,4,2744,2248,3,7,Low (1-4),South-East,Semi-Furnished,7,1,7.6,0,0,1,1,3468,6.1,1.4,0,5,New,367.22,High
PROP-032666,Hyderabad,Madhapur,Standard,Independent House,4,4,1,2269,1908,9,10,Mid (5-9),North-East,Fully Furnished,6,1,7.2,0,0,0,1,3157,10.2,0.8,2,1,New,259.07,High
PROP-032667,Bangalore,HSR Layout,Standard,Independent House,5,6,4,2664,2280,3,5,Low (1-4),South-West,Unfurnished,0,2,8.4,1,0,0,1,5852,13.6,0.4,9,0,New,270.57,High
PROP-032668,Delhi,Dwarka,Standard,Penthouse,5,5,4,2353,2044,13,22,High (10-19),South-West,Unfurnished,1,2,4.5,0,0,1,1,2125,10.1,1.7,1,2,Resale,202.72,High
PROP-032669,Delhi,Dwarka,Standard,Apartment,3,4,1,1464,1206,14,18,High (10-19),North-East,Unfurnished,8,1,5.1,0,0,0,1,2222,11.3,0.1,1,0,Resale,179.77,Low
PROP-032670,Mumbai,Powai,Standard,Independent House,4,5,2,2183,1812,9,16,Mid (5-9),South,Unfurnished,5,2,3.9,0,0,1,1,3341,10.4,1.3,4,2,New,232.33,High
PROP-032671,Mumbai,Powai,Standard,Apartment,2,2,1,850,731,1,7,Low (1-4),North,Unfurnished,6,2,6.2,0,0,0,0,1609,16.5,6.8,3,1,Resale,81.41,Low
PROP-032672,Mumbai,Andheri,Standard,Villa,4,3,1,2052,1718,16,23,High (10-19),North-East,Fully Furnished,3,4,7.8,0,0,1,1,3158,26.4,0.9,1,1,Resale,202.34,High
PROP-032673,Mumbai,Thane,Affordable,Independent House,5,6,3,2596,2239,3,7,Low (1-4),East,Fully Furnished,1,3,4.8,0,0,1,1,3826,23.8,6.7,0,6,Resale,128.49,Low
PROP-032674,Delhi,Dwarka,Standard,Apartment,3,3,2,1280,1059,9,15,Mid (5-9),North,Unfurnished,5,0,5.2,0,0,1,1,2124,18.8,2.1,1,1,Resale,74.25,Low
PROP-032675,Mumbai,Bandra,Premium,Apartment,2,2,1,879,739,1,5,Low (1-4),South-West,Fully Furnished,2,0,4.4,1,1,1,0,5970,6.7,3.8,5,0,Resale,197.12,High
PROP-032676,Mumbai,Thane,Affordable,Studio,1,1,1,587,487,8,14,Mid (5-9),North,Semi-Furnished,14,0,2.4,0,0,1,1,3434,21.0,2.3,2,1,New,25.33,Low
PROP-032677,Delhi,Dwarka,Standard,Apartment,4,4,1,1650,1330,17,25,High (10-19),South-East,Unfurnished,0,2,5.1,1,0,0,1,4514,10.3,5.4,2,3,Resale,130.09,Low
PROP-032678,Mumbai,Bandra,Premium,Villa,4,4,1,2110,1689,0,14,Ground,West,Semi-Furnished,0,4,7.7,1,1,1,0,7033,11.2,2.3,4,4,Resale,275.38,High
PROP-032679,Mumbai,Navi Mumbai,Affordable,Row House,4,3,2,1758,1514,4,7,Low (1-4),East,Semi-Furnished,5,0,6.4,1,0,1,1,4657,18.9,0.9,1,0,New,99.57,Low
PROP-032680,Mumbai,Bandra,Premium,Villa,3,3,2,1639,1328,3,8,Low (1-4),North-East,Unfurnished,29,1,10.0,1,1,1,1,6746,6.1,7.2,4,2,Resale,233.99,High
PROP-032681,Delhi,Noida Extension,Affordable,Independent House,3,4,1,1657,1425,30,35,Top (20+),West,Fully Furnished,2,2,4.4,0,0,1,1,2997,21.8,0.6,1,1,Resale,114.4,Low
PROP-032682,Hyderabad,Jubilee Hills,Premium,Studio,1,1,1,467,407,2,7,Low (1-4),North-East,Semi-Furnished,25,1,5.7,1,1,1,1,5119,5.4,1.0,7,3,New,67.84,Low
PROP-032683,Mumbai,Andheri,Standard,Apartment,3,3,1,1465,1237,35,39,Top (20+),North-East,Semi-Furnished,0,1,4.9,1,0,1,1,4689,14.1,2.4,1,3,Resale,118.09,Low
PROP-032684,Hyderabad,Banjara Hills,Premium,Apartment,3,3,1,1399,1131,2,7,Low (1-4),North-East,Fully Furnished,19,2,5.6,1,0,0,1,2830,26.5,0.4,4,1,New,168.86,Low
PROP-032685,Delhi,South Delhi,Premium,Studio,1,1,1,597,511,3,10,Low (1-4),South-West,Fully Furnished,1,0,5.9,1,1,1,1,5595,6.3,0.6,2,4,New,83.73,Low
PROP-032686,Delhi,South Delhi,Premium,Studio,1,1,0,457,381,2,9,Low (1-4),East,Semi-Furnished,11,1,6.2,1,0,0,1,2325,6.3,3.4,1,0,Resale,56.35,Low
PROP-032687,Bangalore,Whitefield,Standard,Apartment,4,3,3,1698,1379,3,10,Low (1-4),East,Unfurnished,2,5,5.6,0,0,1,1,3554,11.0,0.7,6,1,Resale,226.81,High
PROP-032688,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,2,1325,1082,6,12,Mid (5-9),East,Unfurnished,2,5,7.0,0,1,0,1,4310,12.4,1.7,5,1,Resale,187.79,Low
PROP-032689,Hyderabad,Gachibowli,Standard,Apartment,2,2,0,820,680,2,5,Low (1-4),South-West,Semi-Furnished,2,0,4.1,0,0,1,1,2160,11.0,2.9,3,3,Resale,41.04,Low
PROP-032690,Delhi,Noida Sector 62,Standard,Studio,1,1,1,588,498,6,14,Mid (5-9),West,Fully Furnished,5,0,8.1,0,0,0,1,1983,13.9,0.4,1,2,Resale,32.75,Low
PROP-032691,Delhi,Dwarka,Standard,Villa,3,3,1,1850,1624,3,8,Low (1-4),South-West,Fully Furnished,3,2,6.6,0,0,1,1,3638,10.4,4.6,0,1,Resale,207.42,High
PROP-032692,Hyderabad,Jubilee Hills,Premium,Row House,5,5,1,2309,1980,8,10,Mid (5-9),North-West,Unfurnished,0,2,4.7,1,0,1,1,4605,5.8,9.2,4,0,Resale,283.39,High
PROP-032693,Hyderabad,Banjara Hills,Premium,Row House,3,3,4,1136,946,0,18,Ground,South,Fully Furnished,13,1,6.8,0,0,1,0,2291,6.7,0.4,4,4,Resale,118.86,Low
PROP-032694,Mumbai,Andheri,Standard,Studio,1,1,1,582,481,2,5,Low (1-4),North-East,Unfurnished,17,0,6.2,1,0,0,1,4421,19.4,7.6,3,2,Resale,10.0,Low
PROP-032695,Hyderabad,Banjara Hills,Premium,Independent House,5,6,1,2662,2304,9,17,Mid (5-9),North,Fully Furnished,2,1,4.8,1,1,1,1,7220,5.0,1.3,1,2,Resale,466.99,High
PROP-032696,Bangalore,Koramangala,Premium,Apartment,3,3,1,1247,1087,8,10,Mid (5-9),West,Unfurnished,3,1,4.8,1,0,0,1,3221,8.3,1.0,3,4,New,116.07,Low
PROP-032697,Mumbai,Bandra,Premium,Apartment,2,2,2,878,719,29,36,Top (20+),South,Unfurnished,8,2,5.7,1,0,1,1,3866,4.0,0.9,2,3,Resale,124.3,Low
PROP-032698,Hyderabad,Madhapur,Standard,Independent House,3,2,3,1885,1509,24,32,Top (20+),East,Semi-Furnished,2,1,3.7,0,0,0,1,2829,10.1,0.5,1,1,Resale,145.78,Low
PROP-032699,Bangalore,Whitefield,Standard,Apartment,3,3,3,1487,1237,1,4,Low (1-4),North-East,Semi-Furnished,7,0,6.3,0,0,0,0,2670,10.5,0.3,3,1,Resale,151.78,Low
PROP-032700,Bangalore,Whitefield,Standard,Apartment,3,3,1,1365,1171,13,22,High (10-19),South,Unfurnished,0,1,4.6,1,0,1,1,4449,13.3,0.3,2,2,Resale,136.1,Low
PROP-032701,Delhi,Noida Sector 62,Standard,Independent House,3,4,2,1597,1369,0,6,Ground,North-West,Fully Furnished,8,2,5.3,0,0,0,0,2346,10.6,1.6,4,4,Resale,143.95,Low
PROP-032702,Mumbai,Andheri,Standard,Villa,4,5,2,2264,1985,16,23,High (10-19),West,Fully Furnished,7,1,5.2,0,1,1,1,6022,12.0,1.6,1,2,Resale,219.16,High
PROP-032703,Bangalore,Koramangala,Premium,Studio,1,2,0,300,252,7,16,Mid (5-9),South-East,Unfurnished,14,2,7.0,1,1,1,1,5248,6.4,3.8,3,0,Resale,36.68,Low
PROP-032704,Delhi,Noida Sector 62,Standard,Apartment,2,2,2,940,785,13,16,High (10-19),East,Semi-Furnished,7,1,3.1,0,0,1,1,3437,14.6,3.4,1,2,Resale,83.07,Low
PROP-032705,Hyderabad,Gachibowli,Standard,Apartment,2,2,1,1025,841,7,10,Mid (5-9),North-West,Unfurnished,3,2,5.2,0,0,1,1,2533,10.0,0.3,2,2,New,114.15,Low
PROP-032706,Mumbai,Bandra,Premium,Villa,4,5,2,2091,1739,10,11,High (10-19),North,Unfurnished,10,3,7.7,1,1,0,1,7028,8.4,1.1,1,2,Resale,354.08,High
PROP-032707,Bangalore,Electronic City,Standard,Row House,3,3,1,1534,1338,8,11,Mid (5-9),West,Fully Furnished,8,2,8.8,0,0,0,1,2627,11.2,2.7,3,2,Resale,163.05,Low
PROP-032708,Delhi,Noida Sector 62,Standard,Studio,1,1,0,549,482,3,12,Low (1-4),South-East,Unfurnished,3,2,5.2,0,0,1,1,1703,14.8,2.1,5,1,Resale,42.56,Low
PROP-032709,Bangalore,Electronic City,Standard,Apartment,2,2,1,821,721,38,45,Top (20+),South-East,Fully Furnished,0,1,2.9,1,0,0,1,3893,11.6,1.0,2,1,Resale,54.37,Low
PROP-032710,Mumbai,Andheri,Standard,Apartment,4,5,2,1862,1543,2,7,Low (1-4),West,Semi-Furnished,11,3,5.0,0,0,1,1,2762,13.1,7.2,1,1,Resale,156.57,Low
PROP-032711,Bangalore,HSR Layout,Standard,Row House,5,5,3,2283,1867,5,6,Mid (5-9),North-East,Unfurnished,2,4,5.0,1,0,1,1,4254,14.0,1.1,4,2,Resale,234.32,High
PROP-032712,Delhi,Dwarka,Standard,Apartment,5,6,2,2105,1824,2,3,Low (1-4),North-West,Fully Furnished,24,2,4.8,0,1,1,1,5329,11.2,1.0,4,0,Resale,204.14,High
PROP-032713,Mumbai,Bandra,Premium,Apartment,5,5,3,2187,1782,2,6,Low (1-4),West,Semi-Furnished,1,3,7.7,1,1,1,1,6895,6.2,1.7,3,1,Resale,317.08,High
PROP-032714,Hyderabad,Gachibowli,Standard,Apartment,3,4,2,1342,1123,0,14,Ground,South-East,Semi-Furnished,18,0,4.1,0,0,0,0,2300,10.4,2.3,0,2,Resale,56.93,Low
PROP-032715,Bangalore,HSR Layout,Standard,Independent House,5,5,2,2510,2102,1,2,Low (1-4),North-East,Semi-Furnished,2,1,4.1,0,0,1,0,2877,17.2,4.9,0,1,Resale,196.14,High
PROP-032716,Mumbai,Bandra,Premium,Villa,4,4,4,2218,1814,10,11,High (10-19),South,Unfurnished,1,0,8.3,1,1,1,1,6473,5.2,2.1,2,5,Resale,327.51,High
PROP-032717,Mumbai,Andheri,Standard,Apartment,3,4,2,1355,1153,14,15,High (10-19),North-West,Semi-Furnished,2,3,5.9,0,0,1,1,1031,10.4,12.6,4,2,Resale,99.29,Low
PROP-032718,Delhi,Noida Sector 62,Standard,Independent House,2,2,1,1211,1051,10,15,High (10-19),East,Unfurnished,0,1,6.0,0,0,1,1,3230,10.9,1.1,3,4,New,122.07,Low
PROP-032719,Bangalore,Indiranagar,Premium,Apartment,3,3,3,1156,1017,4,5,Low (1-4),South-East,Semi-Furnished,6,2,7.0,1,0,1,1,3939,5.5,8.9,1,3,New,177.55,Low
PROP-032720,Mumbai,Andheri,Standard,Independent House,3,4,2,1894,1653,7,9,Mid (5-9),East,Semi-Furnished,0,5,5.6,0,0,1,1,3552,17.5,0.1,3,1,Resale,179.87,Low
PROP-032721,Hyderabad,Jubilee Hills,Premium,Villa,4,3,1,2168,1781,5,13,Mid (5-9),South,Unfurnished,19,1,9.4,1,1,1,1,7375,11.0,5.9,1,7,Resale,263.43,High
PROP-032722,Bangalore,Indiranagar,Premium,Villa,3,3,1,1578,1364,3,5,Low (1-4),East,Fully Furnished,13,3,8.9,1,1,1,1,6818,4.5,5.3,4,5,New,129.5,Low
PROP-032723,Bangalore,Electronic City,Standard,Apartment,1,2,0,492,410,3,6,Low (1-4),South,Fully Furnished,12,2,4.5,0,0,0,1,1813,15.5,0.1,4,2,Resale,32.13,Low
PROP-032724,Mumbai,Powai,Standard,Independent House,4,4,0,2281,1838,1,2,Low (1-4),East,Semi-Furnished,2,4,0.1,0,0,0,0,3246,10.2,1.4,3,3,New,294.4,High
PROP-032725,Bangalore,Koramangala,Premium,Villa,5,6,2,2653,2169,6,11,Mid (5-9),North-West,Unfurnished,7,2,7.6,1,1,1,1,5753,5.5,0.1,3,5,Resale,376.96,High
PROP-032726,Bangalore,Indiranagar,Premium,Villa,4,3,4,2448,2054,25,32,Top (20+),North-East,Semi-Furnished,11,1,9.5,1,1,1,1,7301,5.9,2.0,3,3,Resale,377.05,High
PROP-032727,Mumbai,Powai,Standard,Independent House,4,4,4,2201,1816,0,8,Ground,South-East,Semi-Furnished,5,4,3.9,0,0,1,0,3560,18.1,1.5,2,0,New,182.11,Low
PROP-032728,Mumbai,Thane,Affordable,Independent House,4,5,1,2277,1928,37,42,Top (20+),North,Semi-Furnished,3,3,2.6,0,0,0,1,3769,20.0,1.3,5,1,New,116.27,Low
PROP-032729,Bangalore,HSR Layout,Standard,Apartment,2,2,0,733,637,18,21,High (10-19),North-West,Semi-Furnished,9,0,5.5,0,0,0,1,1690,11.8,1.6,1,4,Resale,56.85,Low
PROP-032730,Mumbai,Navi Mumbai,Affordable,Apartment,2,3,0,972,848,7,9,Mid (5-9),North-East,Semi-Furnished,23,0,4.5,1,0,0,1,3554,19.4,3.9,2,1,Resale,33.67,Low
PROP-032731,Hyderabad,Gachibowli,Standard,Apartment,4,5,3,1882,1640,0,15,Ground,South-West,Fully Furnished,4,1,5.7,0,0,0,0,4413,16.2,4.3,3,5,New,159.14,Low
PROP-032732,Hyderabad,Jubilee Hills,Premium,Independent House,3,4,2,1667,1347,0,10,Ground,South-East,Fully Furnished,3,3,5.9,1,1,1,0,7214,9.6,0.1,3,1,Resale,299.51,High
PROP-032733,Mumbai,Bandra,Premium,Independent House,3,2,3,1663,1385,32,38,Top (20+),East,Semi-Furnished,11,2,6.5,1,0,1,1,4837,4.1,3.8,5,2,Resale,189.98,Low
PROP-032734,Mumbai,Thane,Affordable,Studio,1,1,1,529,425,7,9,Mid (5-9),South-East,Semi-Furnished,1,0,6.2,0,0,0,1,2249,18.6,7.9,4,2,Resale,41.15,Low
PROP-032735,Delhi,South Delhi,Premium,Independent House,3,4,2,1888,1652,14,16,High (10-19),South-East,Semi-Furnished,15,3,6.8,0,1,0,1,4979,18.1,0.5,3,6,New,255.65,High
PROP-032736,Hyderabad,Jubilee Hills,Premium,Penthouse,4,5,2,2308,1927,3,10,Low (1-4),South-East,Unfurnished,0,2,7.5,1,1,1,1,7077,4.9,2.4,2,1,Resale,318.56,High
PROP-032737,Mumbai,Powai,Standard,Apartment,3,3,2,1382,1114,19,28,High (10-19),West,Unfurnished,1,1,3.4,0,0,0,1,3231,10.9,3.4,3,1,Resale,95.66,Low
PROP-032738,Hyderabad,Gachibowli,Standard,Apartment,2,1,2,964,773,2,3,Low (1-4),South-East,Unfurnished,3,0,3.2,1,0,1,1,4339,10.6,3.7,3,2,Resale,79.14,Low
PROP-032739,Delhi,Dwarka,Standard,Studio,1,1,2,300,255,11,20,High (10-19),East,Fully Furnished,0,0,7.3,0,0,0,1,1785,12.7,0.8,2,1,Resale,10.04,Low
PROP-032740,Bangalore,Whitefield,Standard,Apartment,3,4,3,1221,1058,3,5,Low (1-4),East,Fully Furnished,40,0,5.4,0,0,1,1,2347,14.8,4.3,1,0,New,56.07,Low
PROP-032741,Delhi,Noida Sector 62,Standard,Villa,5,6,2,2650,2234,35,43,Top (20+),North-East,Unfurnished,4,4,6.6,1,0,1,1,5768,16.3,0.8,0,3,New,172.48,Low
PROP-032742,Bangalore,Koramangala,Premium,Apartment,2,3,1,886,777,16,24,High (10-19),North,Semi-Furnished,4,3,6.9,1,0,1,1,3380,4.6,0.3,3,2,New,155.16,Low
PROP-032743,Delhi,Dwarka,Standard,Row House,3,3,3,1299,1052,10,17,High (10-19),North-East,Unfurnished,23,2,2.6,1,0,1,1,3951,12.2,2.6,3,2,Resale,92.0,Low
PROP-032744,Delhi,South Delhi,Premium,Villa,5,6,0,2792,2240,39,45,Top (20+),East,Unfurnished,2,1,7.9,1,1,1,1,7394,4.4,0.3,4,5,Resale,456.12,High
PROP-032745,Mumbai,Thane,Affordable,Apartment,4,4,1,1566,1340,2,3,Low (1-4),South-East,Semi-Furnished,0,3,5.1,0,1,1,1,5661,18.2,1.1,0,1,Resale,123.8,Low
PROP-032746,Mumbai,Thane,Affordable,Independent House,5,5,4,2652,2312,28,37,Top (20+),East,Semi-Furnished,5,3,3.5,0,1,1,1,5788,23.6,0.1,3,3,New,84.73,Low
PROP-032747,Bangalore,Koramangala,Premium,Apartment,1,1,0,419,363,18,19,High (10-19),North-West,Fully Furnished,2,0,7.9,0,1,1,1,3714,6.8,0.1,3,2,Resale,61.78,Low
PROP-032748,Bangalore,Koramangala,Premium,Row House,4,4,2,1854,1493,19,21,High (10-19),East,Unfurnished,0,5,7.8,1,0,1,1,4447,7.5,0.9,5,1,Resale,230.65,High
PROP-032749,Mumbai,Bandra,Premium,Apartment,4,4,3,1597,1365,6,10,Mid (5-9),East,Semi-Furnished,1,1,6.5,1,0,0,1,4509,10.8,2.3,4,3,Resale,182.53,Low
PROP-032750,Bangalore,Whitefield,Standard,Independent House,5,6,4,2606,2266,13,20,High (10-19),South,Semi-Furnished,2,1,4.7,0,0,0,1,3497,11.9,0.6,4,2,Resale,291.5,High
PROP-032751,Mumbai,Bandra,Premium,Apartment,3,3,1,1250,1063,16,21,High (10-19),South,Fully Furnished,12,4,5.7,0,1,0,1,4712,5.5,2.1,8,1,Resale,143.27,Low
PROP-032752,Hyderabad,Madhapur,Standard,Studio,1,1,0,377,309,18,26,High (10-19),North,Semi-Furnished,14,0,6.4,0,1,0,1,3292,10.7,2.3,1,0,Resale,36.06,Low
PROP-032753,Hyderabad,Banjara Hills,Premium,Penthouse,3,2,3,1768,1510,4,11,Low (1-4),North-East,Unfurnished,24,2,7.5,1,1,1,1,6089,9.4,12.9,4,5,New,182.61,Low
PROP-032754,Bangalore,Whitefield,Standard,Studio,1,1,1,491,413,1,9,Low (1-4),South-East,Unfurnished,1,1,3.3,0,0,0,0,2327,15.1,1.8,3,3,Resale,20.36,Low
PROP-032755,Bangalore,Koramangala,Premium,Studio,1,1,3,458,371,14,22,High (10-19),East,Unfurnished,8,0,7.6,1,0,1,1,2983,9.8,4.5,2,3,Resale,42.46,Low
PROP-032756,Bangalore,Koramangala,Premium,Apartment,2,2,3,842,691,6,11,Mid (5-9),East,Fully Furnished,1,0,6.6,0,1,1,1,3798,5.5,0.3,1,2,Resale,163.77,Low
PROP-032757,Bangalore,HSR Layout,Standard,Row House,3,2,1,1567,1341,13,19,High (10-19),South-West,Semi-Furnished,5,3,6.4,1,0,1,1,4259,17.3,11.0,4,0,Resale,154.81,Low
PROP-032758,Bangalore,Electronic City,Standard,Independent House,3,4,2,1534,1255,16,21,High (10-19),North,Unfurnished,11,5,6.2,0,0,0,1,2425,10.7,0.7,0,3,Resale,153.44,Low
PROP-032759,Mumbai,Navi Mumbai,Affordable,Penthouse,5,6,3,2464,2165,2,9,Low (1-4),North,Semi-Furnished,8,4,7.1,1,0,1,1,4765,19.4,10.0,2,0,Resale,97.81,Low
PROP-032760,Delhi,Gurgaon DLF,Premium,Independent House,3,2,2,1704,1416,3,7,Low (1-4),North-West,Unfurnished,0,1,5.1,1,1,1,1,5655,4.7,0.2,4,1,Resale,258.4,High
PROP-032761,Bangalore,Indiranagar,Premium,Apartment,4,4,2,1879,1624,19,21,High (10-19),South,Semi-Furnished,22,3,7.1,1,0,1,1,4641,9.6,0.4,3,2,Resale,231.24,High
PROP-032762,Delhi,South Delhi,Premium,Independent House,2,2,2,1289,1127,22,24,Top (20+),West,Unfurnished,7,0,8.0,1,1,1,1,6353,5.3,4.6,3,0,Resale,202.93,High
PROP-032763,Delhi,Gurgaon DLF,Premium,Apartment,2,2,1,907,752,34,41,Top (20+),West,Fully Furnished,6,2,5.5,1,1,1,1,5988,5.7,3.1,3,1,Resale,150.23,Low
PROP-032764,Delhi,Noida Sector 62,Standard,Independent House,5,6,0,2461,2088,4,5,Low (1-4),West,Fully Furnished,2,2,5.5,1,0,1,1,5671,10.2,2.5,2,2,New,301.22,High
PROP-032765,Delhi,South Delhi,Premium,Villa,4,4,2,2137,1863,2,10,Low (1-4),North,Fully Furnished,3,2,7.7,1,1,0,1,6515,6.9,9.0,4,2,New,385.26,High
PROP-032766,Mumbai,Powai,Standard,Apartment,3,3,3,1357,1188,22,26,Top (20+),East,Unfurnished,0,1,3.4,0,0,1,1,1886,10.8,0.5,4,1,New,162.96,Low
PROP-032767,Bangalore,Electronic City,Standard,Row House,4,4,0,1816,1462,11,15,High (10-19),North-East,Fully Furnished,2,1,5.2,1,1,0,1,6532,10.1,1.4,3,0,Resale,114.15,Low
PROP-032768,Hyderabad,Jubilee Hills,Premium,Row House,3,3,3,1315,1078,1,4,Low (1-4),South,Unfurnished,5,3,7.2,1,1,1,0,6567,9.7,2.7,2,2,Resale,238.77,High
PROP-032769,Bangalore,Whitefield,Standard,Penthouse,5,5,1,2800,2411,2,10,Low (1-4),South,Fully Furnished,1,1,8.9,0,0,1,1,5033,10.4,1.4,5,3,New,302.59,High
PROP-032770,Mumbai,Bandra,Premium,Studio,1,1,0,353,289,1,5,Low (1-4),East,Unfurnished,0,4,6.1,1,0,1,0,3637,4.5,2.2,2,3,Resale,64.09,Low
PROP-032771,Bangalore,Whitefield,Standard,Independent House,4,5,1,1982,1616,11,19,High (10-19),South-West,Unfurnished,11,2,5.5,0,1,0,1,5593,13.9,5.8,3,1,Resale,141.18,Low
PROP-032772,Mumbai,Bandra,Premium,Independent House,3,3,1,1875,1554,14,22,High (10-19),South-West,Fully Furnished,2,1,8.2,0,0,1,1,3616,9.7,0.1,7,1,Resale,284.44,High
PROP-032773,Delhi,Dwarka,Standard,Apartment,3,3,1,1441,1170,6,11,Mid (5-9),South-East,Unfurnished,4,2,5.9,0,0,1,1,3715,11.3,2.0,3,1,New,111.51,Low
PROP-032774,Mumbai,Thane,Affordable,Row House,5,5,1,2177,1868,14,15,High (10-19),South,Semi-Furnished,0,2,6.8,0,1,0,1,4708,18.8,0.6,4,1,Resale,101.35,Low
PROP-032775,Bangalore,Whitefield,Standard,Penthouse,5,6,1,2637,2176,2,6,Low (1-4),North-West,Semi-Furnished,0,5,6.1,0,1,1,1,5594,12.4,5.8,2,0,Resale,229.0,High
PROP-032776,Bangalore,Koramangala,Premium,Independent House,3,2,1,1840,1523,3,4,Low (1-4),South-West,Fully Furnished,6,1,8.4,1,1,0,1,6796,7.4,3.7,1,5,Resale,430.6,High
PROP-032777,Bangalore,Electronic City,Standard,Row House,4,4,4,2001,1668,12,13,High (10-19),North-East,Semi-Furnished,16,2,3.0,0,0,1,1,3019,15.2,0.6,2,3,New,225.87,High
PROP-032778,Delhi,Dwarka,Standard,Independent House,2,2,3,1354,1157,12,13,High (10-19),North-East,Fully Furnished,4,2,5.4,0,0,0,1,2592,10.6,1.1,0,2,Resale,77.27,Low
PROP-032779,Delhi,South Delhi,Premium,Villa,5,6,2,2754,2282,18,25,High (10-19),North,Unfurnished,4,2,10.0,1,1,1,1,6893,7.6,0.1,9,5,Resale,455.5,High
PROP-032780,Bangalore,Koramangala,Premium,Row House,4,4,3,1735,1406,1,7,Low (1-4),North-West,Fully Furnished,4,2,7.0,1,0,1,0,4175,8.8,0.7,6,5,Resale,242.9,High
PROP-032781,Mumbai,Navi Mumbai,Affordable,Villa,4,4,4,2231,1860,18,19,High (10-19),North-West,Semi-Furnished,1,3,6.1,0,0,1,1,3284,21.8,2.2,2,2,New,150.78,Low
PROP-032782,Bangalore,Koramangala,Premium,Independent House,3,3,0,1721,1379,1,4,Low (1-4),South,Unfurnished,14,5,6.9,1,1,1,0,6881,6.7,1.4,2,2,Resale,175.96,Low
PROP-032783,Bangalore,Indiranagar,Premium,Apartment,2,3,0,838,733,19,22,High (10-19),East,Unfurnished,2,0,6.5,1,1,1,1,6317,7.0,6.5,3,4,Resale,127.18,Low
PROP-032784,Bangalore,Electronic City,Standard,Independent House,4,5,0,2407,2096,9,17,Mid (5-9),West,Fully Furnished,3,5,4.4,0,0,0,1,3578,10.4,2.3,3,3,Resale,185.36,Low
PROP-032785,Mumbai,Powai,Standard,Independent House,5,5,2,2486,1994,2,7,Low (1-4),South,Unfurnished,10,4,5.1,0,0,1,1,2913,10.6,2.3,3,4,Resale,160.1,Low
PROP-032786,Bangalore,Whitefield,Standard,Independent House,4,4,3,2455,1995,2,6,Low (1-4),South-West,Fully Furnished,9,3,3.6,0,0,0,1,3750,10.7,5.8,3,1,Resale,145.42,Low
PROP-032787,Delhi,Noida Extension,Affordable,Villa,4,4,1,2214,1846,0,7,Ground,South,Fully Furnished,4,5,5.8,0,0,1,0,3585,20.2,1.5,3,1,Resale,87.56,Low
PROP-032788,Mumbai,Powai,Standard,Apartment,4,4,0,1803,1579,15,16,High (10-19),South-West,Unfurnished,9,1,7.1,1,0,1,1,4052,26.7,1.0,0,3,New,97.51,Low
PROP-032789,Mumbai,Powai,Standard,Independent House,5,6,0,2862,2516,5,12,Mid (5-9),South,Fully Furnished,0,2,4.8,0,0,0,1,3359,13.5,1.1,3,0,Resale,402.37,High
PROP-032790,Hyderabad,Kondapur,Standard,Row House,4,5,2,1811,1470,7,8,Mid (5-9),West,Unfurnished,7,3,4.3,0,0,1,1,3264,13.0,5.1,3,0,Resale,138.25,Low
PROP-032791,Hyderabad,Jubilee Hills,Premium,Apartment,2,2,1,884,767,0,7,Ground,South-West,Unfurnished,3,0,6.6,1,0,1,0,3215,6.2,14.7,4,5,Resale,76.11,Low
PROP-032792,Delhi,Dwarka,Standard,Apartment,2,2,1,960,831,8,12,Mid (5-9),South,Semi-Furnished,0,0,5.9,0,0,1,1,2311,11.0,2.4,3,1,New,89.54,Low
PROP-032793,Mumbai,Navi Mumbai,Affordable,Apartment,2,2,1,846,705,18,21,High (10-19),North-West,Semi-Furnished,8,1,4.2,0,0,0,1,3342,20.3,0.6,2,0,Resale,42.35,Low
